,show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,platform
16904,s8097,Movie,Ric Flair: Wrestling Unreleased,Henry Kynge,"Ric Flair, Jerry Lawler",,,2019,13+,47 min,"Action, Documentary, Sports","Relive classic Ric Flair matches and promos from the late 70's and early 80's. Includes NWA championship matches with Billy Jack Hayes, Jerry Lawler, and a whole lot more!",Amazon Prime
16905,s8098,Movie,Revenge of the Middle-Aged Woman,Sheldon Larry,"Christine Lahti, Brian Kerwin, Bryan Brown",,,2004,18+,90 min,Drama,"Having been left by her husband for her most trusted and valued, young and sexy assistant, Rose Lloyd is suddenly forced to start her life over again... it's amazing what prolonged reflection, the slimming effect of a lost appetite, a new slant on independence (and a little lingerie) can do. Based on the book by Elizabeth Buchan.",Amazon Prime
16906,s8099,Movie,Retreat,Carl Tibbetts,"Thandiwe Newton, Cillian Murphy, Jamie Bell, Jimmy Yuill, Marilyn Mantle",,,2011,R,90 min,"Drama, Suspense","Kate and Martin escape from personal tragedy to an Island Retreat. Cut off from the outside world, their attempts to recover are shattered when a Man is washed ashore, with news of airborne killer disease that is sweeping through Europe.",Amazon Prime
16907,s8100,Movie,Resistance,Todd Komarnicki,"Bill Paxton, Julia Ormond, Sandrine Bonnaire",,,2007,R,92 min,Drama,"An American pilot seeks refuge in an underground cell in Belgium where he falls in love with the wrong woman, forcing the pilot to make a powerful choice that could change their lives and the very course of the war.",Amazon Prime
16908,s8101,Movie,Redcon-1,Chee Keong Cheung,"Oris Erhuero,  Carlos Gallardo, Mark Strange",,,2019,16+,118 min,"Action, Adventure, Horror","After a deadly viral outbreak, an elite squad of special force soldiers must infiltrate a quarantine zone to rescue a scientist who holds the only cure to save mankind. In a last attempt to contain the mutated virus, they launch a final strike against the infected, risking all of humanity in the process.",Amazon Prime
16909,s8102,Movie,Population 436,Michelle MacLaren,"Jeremy Sisto, Charlotte Sullivan, Peter Outerbridge, R.H. Thomson, Fred Durst, Christian Potenza",,,2006,R,92 min,"Horror, Suspense","A census taker (Jeremy Sisto) sent to find out why the population of a small, puritanical town has remained fixed at 436 for the last century finds out that even the most idyllic small towns can harbor deadly secrets.",Amazon Prime
16910,s8103,Movie,Pokémon 3: The Movie,Kunihiko Yuyama,,,,2001,G,73 min,"Animation, Anime, Kids",The Unknown Spells Adventure,Amazon Prime
16911,s8104,Movie,Planet Of The Apes (2001),Tim Burton,"Mark Wahlberg, Tim Roth, Helena Bonham Carter, Michael Clarke Duncan, Kris Kristofferson, Estella Warren, Paul Giamatti",,,2001,PG-13,120 min,"Drama, Science Fiction",HD. Tim Burton's eye-popping remake of the 1968 cult classic stars Mark Wahlberg as an astronaut who lands on a planet ruled by apes.,Amazon Prime
16912,s8105,Movie,Patriot Games,Phillip Noyce,"Harrison Ford, Anne Archer, Patrick Bergin, Sean Bean, James Earl Jones, Thora Birch, James Fox, Samuel L. Jackson, Polly Walker, J.E. Freeman[",United States,,1992,R,117 min,"Action, Drama, Suspense",Jack Ryan is caught in the middle of a terrorist attack. Ryan helps to thwart Holmes' assailants and becomes a local hero. But Ryan's act marks him as a target. Now he must return to action to save his family.,Amazon Prime
16913,s8106,Movie,Operation Avalanche,Matt Johnson,"Sharon Belle, Matt Johnson, Krista Madison, Joe Anastasio, Owen Williams",,,2016,R,94 min,Suspense,Two young CIA agents uncover a shocking NASA secret - and a major government cover-up - that puts their own lives at risk.,Amazon Prime
16914,s8107,Movie,Once Upon a Time in China III,Hark Tsui,"Jet Li, Rosamund Kwan, Siu Chung Mok, Xin Xin Xiong, Shun Lau",,,1993,R,112 min,Action,"Master Wong and his disciples enroll in the 'Dancing Lion Competition' to stop an assassination plot and to battle an arrogant, deceitful opponent.",Amazon Prime
16915,s8108,Movie,Now is Good,Ol Parker,"Dakota Fanning, Jeremy Irvine, Paddy Considine, Kaya Scodelario, Joe Cole, Rose Leslie, Kate Dickie, Josef Altin, Patrick Baladi",,,2013,PG-13,103 min,"Drama, Romance",A teenage girl dying of leukemia compiles a list of things she would like to do before passing away. Topping the list is her desire to lose her virginity.,Amazon Prime
16916,s8109,Movie,Nightlight,"Scott Beck, Bryan Woods","Shelby Young, Chloe Bridges, Carter Jenkins, Mitch Hewer, Taylor Ashley Murphy",,,2015,R,84 min,"Fantasy, Suspense",A night of flashlight games and ghost stories becomes a journey into absolute terror when five teens awaken a demonic presence in the woods.,Amazon Prime
16917,s8110,Movie,Night Things,Ward Crockett,"Kathryn Gould, Joey Nicole Thomas, Ari Azimi, Carl Anderson, Haidyn Harvey",,,2010,18+,91 min,Horror,"Two women find themselves trapped between life and death by a dark and mysterious machine. As they search for an escape, they must battle the Lures, a race of creatures determined to imprison them until nightfall, when the vicious Night Things come out to feed upon those who stray from the light.",Amazon Prime
16918,s8111,Movie,Nick Cannon: Mr. Showbiz,Jay Karas,Nick Cannon,,,2011,18+,58 min,"Arts, Entertainment, and Culture, Comedy, Special Interest","In his first comedy special, the popular comic actor and musician reveals edgy, honest tales of his failed attempts at being a gangster, his humble roots, marriage, fatherhood and his thoughts about Eminem.",Amazon Prime
16919,s8112,Movie,Next Door,Tony Bill,"James Woods, Randy Quaid, Kate Capshaw, Lucinda Jenney, Miles Feulner, Billy L. Sullivan, Dan Hildebrand, Ivory Ocean",,,1994,R,95 min,"Comedy, Drama",Matt and Karen have inconsiderate neighbors whose lawn sprinkler drowns their flowers. A feud erupts and a series of actions develop and escalate.,Amazon Prime
16920,s8113,Movie,Nemesis Game,Jesse Warn,"Adrian Paul, Brendan Fehr, Carly Pope, Ian McShane, Jay Baruchel, Rena Owen, Vanessa Guy",,,2003,R,92 min,Suspense,"Sarah Novak is an introverted college student with a few skeletons in her closet. Shying away from classmates, she prefers to spend time with Vern, an old comic store owner who shares her passion for mind games and riddles. But when the riddles she solves lead to the deaths of those around her, she realizes the riddles are more than a simple game.",Amazon Prime
16921,s8114,Movie,Mutants,Amir Valinia,"Michael Ironside, Louis Herthum, Tony Senzamici",,,2008,16+,84 min,"Action, Horror",A mad scientist inadvertently unleashes the apocalypse while attempting to create an additive for a greedy manufacturer.,Amazon Prime
16922,s8115,Movie,Maximum Security,Mike Snyder,"Irene Cara, Peter Kowanko, Paula Bond",,,1990,18+,91 min,"Action, Drama","Eva parachutes into an island for criminals to be with her husband Eric, a left wing terrorist. She must make the choice between anintolerable life on the island or an almost certain death if she tries to escape.",Amazon Prime
16923,s8116,Movie,Max,Menno Meyjes,"John Cusack, Leelee Sobieski, Molly Parker, Noah Taylor",,,2002,R,109 min,Drama,"War veteran Max, the owner of an acclaimed art gallery, meets another veteran, a disillusioned and angry struggling artist named Adolf Hitler.",Amazon Prime
16924,s8117,Movie,Mara,Clive Tonge,"Olga Kurylenko, Javier Botet, Mitch Eakins, Lance E. Nichols, Rosie Fellner",,,2018,R,99 min,"Horror, Suspense",A criminal psychologist (Olga Kurylenko) investigating a murder is plunged into a terrifying mystery involving an ancient demon who kills her victims as they sleep.,Amazon Prime
16925,s8118,Movie,Magical bedtime stories,,,,,2021,ALL,41 min,"Animation, Anime, Kids","Magical bedtime stories for kids offer you an opportunity to watch and listen out a story for your kid, along with reminiscing about your childhood memories. Children love listening to famous bedtime stories as it is a treat for them as they dream about them while they fall asleep. The stories are fascinating and imaginative, and each one entertains and conveys insightful and thoughtful messages.",Amazon Prime
16926,s8119,Movie,Lust,Severin Eskeland,,,,2021,18+,85 min,Horror,"A famous crime writer becomes a victim after a crazed fan brutally attacks her. Isolated in her apartment she tries to recover but continues to feel threatened after experiencing strange events. Her psychiatrist believes that it's all in her mind, a result of post-traumatic stress, but she is convinced that her attacker is now stalking her and resorts to extreme violence to protect herself.",Amazon Prime
16927,s8120,Movie,Lost: MH370,Caro Meldrum-Hanna,,Australia,,2014,13+,43 min,Documentary,"What really happened to Flight MH370? This probing investigation reveals shocking new information about the sequence of events in the minutes and hours following the plane's disappearance. Forensically reconstructing the timeline, this incisive doc throws up some uncomfortable questions for the Malaysian authorities. Could this great modern aviation mystery have been averted altogether?",Amazon Prime
16928,s8121,Movie,Light Sleeper,Paul Schrader,"Willem Dafoe, Susan Sarandon, Dana Delany, David Clennon, Mary Beth Hurt",,,1992,R,103 min,"Drama, Suspense","John Letour (Dafoe) is a good man in a bad business, working for Ann (Sarandon) on the wrong side of the law, and he wants out. Will he get out before it's too late?",Amazon Prime
16929,s8122,Movie,Lawless Frontier,"Robert Cammisa, Dennis Donovan, Patrick Hendrickson","Vanessa Bartlett, Patrick Ginnetty, Walker Hare",,,2012,16+,81 min,Western,"From their start as a close family of loggers to their career as gun slinging bandits fighting the law and each other, the three young men try to make their way through 1880 Dakota Territory. The film poses questions about relationships: what keeps people together and what pulls them apart? Every member of the London Gang must answer these questions and discover their own convictions.",Amazon Prime
16930,s8123,Movie,Kill For Me,Michael Greenspan,"Katie Cassidy, Donal Logue, Tracy Spiridakos",,,2013,R,95 min,"Drama, Suspense","Addison, a junior in college and also a member of a popular sorority on campus, becomes the primary suspect in the disappearance of her abusive quarterback boyfriend when the new girl, Hayden, kills him, expecting that Addison will now kill Hayden's abusive dad.",Amazon Prime
16931,s8124,TV Show,KasaK Rahay Gi,,"Noor Hasan, Zainab Ahmed, Faizan Khawaja, Adla Khan, Sakina Samoo",,,2018,13+,1 Season,"Drama, Romance","After loss of parents, Rabiya & Fasih are adopted by their aunt Nasira Begum. But her arrogant son Daniyal treats them like poor relatives. Daniyal is forced to marry Rabiya, he treats her harshly after marriage. But a twist in the story emerges when his brother in law Fasih gets married to the beautiful but selfish Iman who instantly wins Daniyal's heart. Will Nasira let Daniyal divorce Rabiya?",Amazon Prime
16932,s8125,Movie,K9 Adventures - Legend of the Lost Gold,Stephen Shimek,"Luke Perry, Brooke Langton, Ariana Bagley, Bob Clendenin, Renny Grames, Adam Johnson",,,2014,13+,91 min,"Action, Comedy, Kids","Kassie Stevenson, her friends and her faithful dog Scoot are given a mysterious pocket watch that holds the secret to uncovering the legendary Garrison's Gold. With two crooks hot on their tails, it's up to the gang to solve the puzzle of the lost treasure. While Scoot helps Kassie search for the gold, Paul Stevenson, Kassie's dad, also unexpectedly stumbles across another treasure: love.",Amazon Prime
16933,s8126,Movie,June Falling Down,Rebecca Weaver,"Rebecca Weaver, Nick Hoover, Claire Morkin, Justin Pahnturat, Evan Board, Joanna Becker, Elliot Goettelman",,,2018,16+,115 min,"Comedy, Drama","After traveling aimlessly for the first year after her father's death, June is coming home to Wisconsin for her best friend Harley's wedding. Once there, she must confront the rush of memories of her father's cancer and the fact that Harley has moved beyond her. As she falls back into her small town, June finds herself unable to let Harley go and forget what might have been.",Amazon Prime
16934,s8127,TV Show,JARRETTS,,"WILLIE D DAVIS, JANELL HUGHES-CHANEY, SHAWN PIERCE, CORLISS REESE",,,2021,16+,1 Season,TV Shows,"Jarrett is a comedic TV series about nothing going on in 4 black friends life living in the urban community. Jarretts is set mostly in an apartment building in the slums of Atlanta GA. It has been described as ""a show about nothing,"" often focusing on the minutiae of daily life.",Amazon Prime
16935,s8128,Movie,Iruvar Ullam,G Ramesh,"Vinay Rai, Payal Rajput",,,2021,13+,120 min,Romance,The film revolves a story about a IT professional settled in US and married to an Indian girl. After marriage both living a happily ever after life but things changed when his ex-fiancé ruined his marriage life.,Amazon Prime
16936,s8129,Movie,Insta Famous,Beasy Jones,"Marcus ""J-boy"" Jenkins, Nigel Morris, Pary Chahal, Tory Monay, Dominic Ovando, Comical Tee, Mic Larry, Aaron White, Shelton Matthews, Dan Schmidt, Kareem Alexander",,,2021,16+,101 min,Comedy,3 High school buddies are doing everything they can to become social media famous.,Amazon Prime
16937,s8130,Movie,Insanitarium,Jeff Buhler,"Jesse Metcalfe, Kiele Sanchez, Kevin Sussman, Peter Stormare, Olivia Munn, Carla Gallo",,,2008,R,89 min,Horror,"Jesse Metcalfe (Desperate Housewives) stars in this thriller about a man who cons himself to a mental hospital to break out his sister. Once inside, he learns that a doctor (Peter Stormare, Fargo) is mercilessly using his patients as lab rats and turning them into bloodthirsty killers. Trapped inside an inescapable labyrinth, will they find a way out before the relentless cannibals hunt them down?",Amazon Prime
16938,s8131,Movie,I Still Know What You Did Last Summer,Danny Cannon,"Jennifer Hewitt, Freddie Prinze Jr., Brandy, Mekhi Phifer, Matthew Settle, Jennifer Esposito",,,1998,R,101 min,"Horror, Suspense",The horror of last summer stalks Julie James and her friends in the Bahamas!,Amazon Prime
16939,s8132,Movie,Heist,David Mamet,"Gene Hackman, Danny DeVito, Delroy Lindo, Patti LuPone",,,2001,R,109 min,"Action, Drama",A jewel thief's nephew is sent along on a heist to ensure a longtime partner in crime stays honest about the division of the loot.,Amazon Prime
16940,s8133,Movie,Haunting of Helena,"Christian Bisceglia, Ascanio Malgarini","Harriet MacMasters-Green, Sabrina Jolie Perez, Jarreth J. Merz",,,2012,18+,84 min,Horror,"A single mother moves into a new house with her daughter. Soon after the young girl's first baby tooth falls out, she begins to have nocturnal visits from a tooth fairy. It seems the house has a sinister history.",Amazon Prime
16941,s8134,Movie,Glass House: The Good Mother,Steve Antin,"Angie Harmon, Joel Gretsch, Jordan Hinson, Bobby Coleman, Jason London",,,2006,R,94 min,"Horror, Suspense","After losing their parents in a tragic accident, teenager Abby Snow and her younger brother Ethan find a new home with Eve (Angie Harmon) and Raymond Goode (Joel Gretsch). While moving into their adoptive parents' remote mansion, the siblings come to the shocking realization that the Goodes are not as they seem, and the Snows' dreams of love and security become a nightmare of cruelty and terror.",Amazon Prime
16942,s8135,Movie,Ghost Watcher 2,David A. Cross,"Julia Pickens, Jillian Byrnes, Seregon O'Dassey",,,2005,18+,89 min,Horror,"When a young girl begins hearing voices, she hires the ""GhostWatcher,"" Laura Kove, to investigate who the voices belong to and what they want.",Amazon Prime
16943,s8136,Movie,Ghost Cat,Don Mcbrearty,"Elliot Page, Michael Ontkean, Lori Hallier",,,2004,13+,87 min,Drama,A young girl and her father move into an old house haunted by the presence of a dead former resident and her beloved cat.,Amazon Prime
16944,s8137,Movie,Extracurricular,Ray Xue,"Keenan Tracey, Brittany Raymond, Spencer Macpherson, Brittany Teo, Luke Goss",,,2020,18+,90 min,"Horror, Suspense, Young Adult Audience","Four overachieving high school friends have a secret pastime: planning and executing murders. But when one of their plans goes shockingly awry, the relationship between the group is put to the test.",Amazon Prime
16945,s8138,Movie,Excision,Richard Bates Jr.,"Annalynne McCord, Traci Lords, Roger Bart, Malcolm McDowell, Ariel Winter, Jeremy Sumpter",,,2012,16+,81 min,Horror,A disturbed high school student with aspirations of a career in medicine goes to extremes to earn the approval of her controlling mother in this twisted coming-of-age shocker.,Amazon Prime
16946,s8139,Movie,Ed Gein: The Butcher of Plainfield,Michael Feifer,"Kane Hodder, Michael Berryman, Priscilla Barnes",,,2007,R,90 min,Horror,"The story of one of America's most well-known serial killers who terrorized the small town of Plainfield, Wisconsin during the late 1950's. He may be better known as the inspiration for such classic horror films as: Psycho, Texas Chainsaw Massacre, and the Silence of the Lambs.",Amazon Prime
16947,s8140,Movie,Disconnect,Henry Alex Rubin,"Jason Bateman, Frank Grillo, Paula Patton, Andrea Riseborough, Alexander Skarsgård",,,2013,R,115 min,"Drama, Suspense",A drama centered on a group of people searching for human connections in today's wired world.,Amazon Prime
16948,s8141,Movie,Devil's Snare,Shawn Cain,"Mike Ferguson, Marco James, Luna Stark, Mike Markoff, Shawn Cain, Jamie D. Cain",,,2021,18+,93 min,"Horror, Suspense","A terror thriller! Mike steals the new girl Nikki from Frank Barnes, a famous actor on Walker Cain's set. Much to everyone's surprise Frank offers Travis, Gina, Mike and Nikki his family's cabin for a weekend vacation. Everyone is excited and takes his offer! But as soon as they arrive, they get an uneasy feeling from the townsfolk. No one knew that this weekend getaway would be their last.",Amazon Prime
16949,s8142,Movie,Detention (2004),Sidney J. Furie,"Dolph Lundgren, Alex Karzis, Kata Dobó, Corey Sevier",,,2004,R,98 min,"Action, Adventure, Drama",A heroic high school teacher leads a band of students trapped in school by violent drug-runners.,Amazon Prime
16950,s8143,Movie,Delivery: The Beast Within,Brian Netto,"Laurel Vail, Danny Barclay",,,2014,18+,88 min,Horror,"A young couple agrees to document their first pregnancy for a reality show, but when unexplained events start to plague the production, they suspect something might be wrong with their unborn bundle of joy.",Amazon Prime
16951,s8144,Movie,Daredevil,Mark Steven Johnson,"Ben Affleck, Jennifer Garner, Joe Pantoliano, Jon Favreau, Michael Clarke Duncan, Colin Farrell, David Keith","United States, Switzerland",,2003,PG-13,104 min,Action,"A lawyer blinded by radioactive waste fights crime as an acrobatic martial arts superhero, using his other senses, which have been enhanced.",Amazon Prime
16952,s8145,Movie,Coming Through the Rye,James Sadwith,"Alex Wolff, Stefania Owen, Chris Cooper",,,2016,PG-13,95 min,"Arthouse, Arts, Entertainment, and Culture, Drama","A sensitive young boy, believes he is destined to adapt ""Catcher in the Rye"" to portray Holden Caulfield. He must go in search of J.D. Salinger for permission, and on the way confronts love, sex and loss.",Amazon Prime
16953,s8146,Movie,Cold Enough for Snow,Piers Haggard,"Maureen Lipman, Tom Wilkinson, Anna Carteret",,,1997,16+,90 min,Drama,"The Whittles and the Lloyds are on tenterhooks about 'A' level exam results. But when Neil and Pippa go off to University each of the parents goes into crisis with funny, sad and unexpected results. What is left for them now? The realization of loss, the hope of new beginnings and a dreadful Christmas lunch at which skeletons emerge from cupboards. A tragi-comedy with an unexpected twist.",Amazon Prime
16954,s8147,Movie,Clockwise,Christopher Morahan,"John Cleese, Penny Leatherbarrow, Howard Lloyd-Lewis",,,1986,PG,96 min,Comedy,"John Cleese stars in this delightful British comedy as Brian Stimpson, the headmaster of a British high school whose obsession with punctuality is a source of humor for his students and joy for himself.",Amazon Prime
16955,s8148,TV Show,Chronofilm,,"Joseph Hypes, Madison Mitchell, Colton Dennis, Patrick Nalty, Tina de Leon",,,2021,13+,1 Season,"Science Fiction, Suspense","A team of investigators travels back in time with the Chronofilm Institute, observing history but never interfering. Eventually, they will have to decide whether to keep their past intact or change it for the hope of a better future.",Amazon Prime
16956,s8149,Movie,Chinese Box,Wayne Wang,"Jeremy Irons, Gong Li",,,1998,R,99 min,Romance,"In the days preceding the Chinese takeover of Hong Kong, an embittered British journalist pines unrequitedly for a beautiful but distant Chinese society woman.",Amazon Prime
16957,s8150,Movie,Carnivorous,Amir Valinia,"DMX, Wes Brown, Louis Herthum",,,2008,R,81 min,Horror,"In the countryside, Alan and his friend Becky steal a creepy wooden box with a powerful voodoo stick inside from his voodooistic neighbor.",Amazon Prime
16958,s8151,Movie,Cameron's Closet,Armand Mastroianni,"Cotter Smith, Mel Harris, Scott Curtis, Chuck McCann",,,1989,R,87 min,Horror,A young boy is befriended by an evil playmate who comes from inside the boy's closet.,Amazon Prime
16959,s8152,Movie,Cafe Express,Nanni Loy,"Nino Manfredi, Adolfo Celi",,,1980,13+,87 min,"Action, Comedy",An Italian laborer (Nino Manfredi) foils anyone who tries to stop him from illicitly selling espresso on the Milan-to-Naples train in this entertaining and touching cat-and-mouse tale.,Amazon Prime
16960,s8153,Movie,Boston Strangler: The Untold Story,Michael Feifer,"David Faustino, Kostas Sommer, Andrew Divoff",,,2008,R,93 min,Drama,"A true-crime thriller about Albert De Salvo, a wise-cracking criminal who falsely claims to be the Boston strangler. Guided by his manipulative cell mate, Albert devises a plan to gain all of the notoriety from the killings, plus the reward money. Meanwhile, Detective John Marsden follows the trail of blood and seeks out the truth - certain that the murders were not committed by just one man.c",Amazon Prime
16961,s8154,Movie,Blue Juice,Carl Prechezer,"Catherine Zeta-Jones, Ewan McGregor, Sean Pertwee, Jenny Agutter",,,2000,R,99 min,"Comedy, Drama",A British surfer in his late twenties is forced to face adulthood when his beautiful girlfriend gives him an ultimatum.,Amazon Prime
16962,s8155,Movie,Big Top Evil,Sean Haitz,"Sean Haitz, Jisaura Cardinale, Austin Judd, Bill Moseley, J LaRose",,,2019,18+,81 min,"Horror, Suspense","Five disparate youths, lost on a road trip to the location of the infamous 'mangrove slasher,' end up being pursued by a cadre of cannibal clowns.",Amazon Prime
16963,s8156,Movie,"Big Mommas: Like Father, Like Son: Casting Session",John Whitesell,"Martin Lawrence,  Brandon T. Jackson,  Jessica Lucas,  Michelle Ang",,,2011,PG-13,9 min,Comedy,"Big Mommas: Like Father, Like Son is now in theaters! The crew of of the film let you in on the casting process! Find out what it took to find the perfect Charmaine - Big Momma's son!",Amazon Prime
16964,s8157,Movie,"Big Mommas: Like Father, Like Son (Extended Cut)",John Whitesell,"Martin Lawrence, Brandon T. Jackson, Jessica Lucas",,,2011,UNRATED,113 min,Comedy,"After witnessing a murder, FBI agent Malcolm Turner (Lawrence) and his stepson (Brandon T. Jackson) go deep undercover at an all-girl performing arts school.",Amazon Prime
16965,s8158,Movie,"Big Mommas: Like Father, Like Son",John Whitesell,"Martin Lawrence, Brandon T. Jackson, Jessica Lucas",United States,,2011,PG-13,107 min,Comedy,HD. 'Big Momma' is dragged out of mothballs when FBI man Martin Lawrence must go undercover – in a girls school.,Amazon Prime
16966,s8159,Movie,Beast Within,"Wolf Wolff, Ohmuthi","Philipp Danne, Birthe Wolter, Anna Breuer",,,2008,R,92 min,Horror,"An infection transmitted by diseased birds is causing corpses to reanimate in search of human flesh. As the army of the undead grows, a medical student and his friends find themselves surrounded by zombies, with nowhere to run.",Amazon Prime
16967,s8160,Movie,Battle of the Eagles,H. Krvavac,Bekim Fehmiu,,,1979,13+,101 min,"Action, Drama","Follows the true adventures of the ""Partisan Squadron,"" the courageous airmen known as the ""Knights of the Sky"" during WWII in Yugoslavia to defend their homeland from the Nazis.",Amazon Prime
16968,s8161,TV Show,Back To The Rafters,,"Rebecca Gibney, Erik Thomson, Hugh Sheridan, Angus McLaren, Georgina Haig, Willow Speers, HaiHa Le, George Houvardas, Michael Caton",,,2021,NR,1 Season,Drama,"Back to the Rafters picks up six years since we last saw the Rafter family. Dave and Julie have created a new life in the country with youngest daughter Ruby, while the older Rafter children face new challenges and Grandad Ted struggles to find his place. As Dave enjoys his new-found freedom, Julie must reconcile her responsibilities to the family.",Amazon Prime
16969,s8162,Movie,Armageddon,Michael Bay,"Bruce Willis, Billy Thornton, Liv Tyler, Ben Affleck, Will Patton, Peter Stormare, Keith David",United States,,1998,PG-13,151 min,"Action, Adventure",A large asteroid is heading directly toward Earth.,Amazon Prime
16970,s8163,Movie,Any Last Words?,Vaughn Taylor,"Dimitrius Pulido, Paul Tinder, Scott Jefferies, John Kublank, Tom Lagleder, Scott Rocco, Milo Shephenson",,,2012,PG-13,91 min,"Action, Western","Inspired by the life of Bat Masterson. After a violent war one man finds himself shot. As he lies there he's left to make his toughest choice, whether to live or die.",Amazon Prime
16971,s8164,Movie,All Marketplaces,Mikala,,,,1954,NR,7 min,"Arts, Entertainment, and Culture, Drama, Horror",Publishing to all marketplaces with a new image,Amazon Prime
16972,s8165,Movie,A Different Loyalty,Marek Kanievska,"Rupert Everett, Sharon Stone",,,2005,R,105 min,"Drama, Romance, Suspense","War reporter and former British intelligence officer Leo Cauffield (Everett) and his colleague Sally Tyler (Stone), a United Stateswar correspondent, meet on assignment in Beirut, and soon they find themselves deeply in love. But when Leo disappears, Sally starts to uncover his secret life.",Amazon Prime
16973,s8166,Movie,A Different Kind Of Christmas,Tom McLoughlin,"Shelley Long, Barry Bostwick, Bruce Kirby, Nathan Lawrence, Nancy McLoughlin",,,1996,13+,92 min,Drama,What is like to grow up with a dad who truly believes he's Santa Claus? For Elizabeth Gates (Shelley Long) every kid's dream was her worst nightmare...and it's not over when Dad returns just in time to complicate her run for mayor. Based on a true story.,Amazon Prime
16974,s8167,Movie,21 Grams,Alejandro G. Iñárritu,"Sean Penn,  Benicio Del Toro,  Naomi Watts,  Danny Huston",,,2003,R,125 min,"Drama, Suspense","The emotionally and physically charged lives of three people – a professor (Sean Penn), an ex-con (Benicio Del Toro) and a mother with a reckless past (Naomi Watts) – collide in this thriller.",Amazon Prime
16975,s8168,Movie,13 Teen,Pritesh Chheda,"Amanda Brown, John Lansch, Marc Hustvedt",,,2006,18+,82 min,Suspense,"On a stormy night, with a serial killer on the loose, Sera invites a stranger who could be a serial killer",Amazon Prime
16976,s8169,Movie,12 'O' Clock,Ram Gopal Varma,"Mithun Chakraborty, Makrand Deshpande, Dalip Tahil, Krishna Gautam, Ashish Vidyarthi",,,2021,18+,113 min,Horror,"12 'O' Clock revolves around a young girl, Gauri who starts getting traumatized with frightening nightmares and incidents of eerie sleepwalking. What follows to extricate her from the possession forms the crux of the story.",Amazon Prime
16977,s8170,Movie,(500) Days Of Summer,Marc Webb,"Joseph Gordon-Levitt, Zooey Deschanel ,  Geoffrey Arend",,,2009,PG-13,95 min,Comedy,"An offbeat romantic comedy about a woman who doesn't believe true love exists, and the young man who falls for her.",Amazon Prime
16978,s8171,Movie,Train,Gideon Raff,"Todd Jensen, Kavan Reece, Derek Magyar, Gloria Votsis, Gideon Emery, Thora Birch, Zahary Baharov",,,2009,R,94 min,"Horror, Suspense","In Europe, a group of American college athletes unknowingly board a train that will become one deadly ride.",Amazon Prime
16979,s8172,Movie,Totally Trucks - Metal Monsters,Haim Silberstein,,,,2006,ALL,34 min,"Kids, Special Interest","Kids learn about recycling with these monster machines as they crunch, crack, and mangle mountains of metal. These giant machines make lots of noise as they grind through scrap. Kids will watch over and over again. And they'll learn to count too! Who knew a scrap yard could be so much fun?",Amazon Prime
16980,s8173,Movie,The White Countess,James Ivory,"Ralph Fiennes, Natasha Richardson, Lee Pace, Vanessa Redgrave, Hiroyuki Sanada, Lynn Redgrave, John Wood",,,2005,PG-13,136 min,"Arthouse, Drama, Romance","Set in 1930s Shanghai, where a blind American diplomat (Ralph Fiennes) develops a curious relationship with a young Russian refugee (Natasha Richardson) who works odd – and sometimes illicit – jobs to support members of her dead husband's aristocratic family.",Amazon Prime
16981,s8174,Movie,The Trough,Nick Cheung,"Nick Cheung, Jinglei Xu, Jiong He",,,2018,16+,111 min,"Action, Drama, Suspense",An undercover police officer's identity is exposed when he takes on a child abduction case.,Amazon Prime
16982,s8175,Movie,The Three Musketeers (1974),Richard Lester,"Charlton Heston, Faye Dunaway, Frank Finlay, Géraldine Chaplin, Jean-Pierre Cassel, Richard Chamberlain",,,1974,PG,107 min,"Action, Comedy","Based on the classic novel by Alexandre Dumas, this film is said to be one of the best adaptations. The legendary Three Musketeers are serving the King in Paris when the young ambitious D'Artagnan arrives, aspiring to join them. They are then off to England to save the honor of their Queen and retrieve her famed diamond necklace from her secret lover.",Amazon Prime
16983,s8176,Movie,The Skeleton Twins,Craig Johnson,"Kirsten Wiig, Bill Hader",,,2014,R,93 min,"Comedy, Drama, Romance","""Saturday Night Live"" alumni Kristen Wiig and Bill Hader reunite as estranged twins Milo and Maggie, who are brought back together after 10 years of being apart.",Amazon Prime
16984,s8177,Movie,The Possession of Michael King,David Jung,"Shane Johnson, Julie McNiven, Dale Dickey, Cara Pifko, Cullen Douglas, Ella Anderson, Tomas Arana",,,2014,R,83 min,Horror,"An atheist determined to disprove the existence of the supernatural is consumed by a horrifying evil force that will not release him. Stars Shane Johnson, Dale Dickey, and Julie McNiven",Amazon Prime
16985,s8178,Movie,The Lincoln Lawyer (4K UHD),Brad Furman,"Matthew McConaughey, Marisa Tomei, Ryan Phillippe, Josh Lucas, John Leguizamo, Michael Peña, William H. Macy",,,2011,R,118 min,"Drama, Suspense",Step into his office. A lawyer working out of his Lincoln Continental lands a big case defending a playboy charged with attempted murder. Matthew McConaughey heads a clever thriller.,Amazon Prime
